myTest.txt			freq	dt		
2101636	-153		339.2130258	0.002948		-1.53
2104584	-153		339.2130258	0.002948		-1.53
2107540	-191		338.2949932	0.002956		-1.91
2110492	-191		338.7533875	0.002952		-1.91
2113448	-191		338.2949932	0.002956		-1.91
2116392	-191		339.673913	0.002944		-1.91
2119340	-191		339.2130258	0.002948		-1.91
2122288	-153		339.2130258	0.002948		-1.53
2125240	-191		338.7533875	0.002952		-1.91
2128192	-153		338.7533875	0.002952		-1.53
2131140	-114		339.2130258	0.002948		-1.14
2134088	-229		339.2130258	0.002948		-2.29
2137040	-153		338.7533875	0.002952		-1.53
2139996	-191		338.2949932	0.002956		-1.91
2142948	-268		338.7533875	0.002952		-2.68
2145896	-191		339.2130258	0.002948		-1.91
2148844	-191		339.2130258	0.002948		-1.91
2151792	-153		339.2130258	0.002948		-1.53
2154744	-191		338.7533875	0.002952		-1.91
2157696	-153		338.7533875	0.002952		-1.53
2160652	-191		338.2949932	0.002956		-1.91
2163604	-191		338.7533875	0.002952		-1.91
2166548	-191		339.673913	0.002944		-1.91
2169496	-191		339.2130258	0.002948		-1.91
2172444	-191		339.2130258	0.002948		-1.91
2175396	-229		338.7533875	0.002952		-2.29
2178344	-191		339.2130258	0.002948		-1.91
2183132	-153		208.855472	0.004788		-1.53
2186084	-191		338.7533875	0.002952		-1.91
2189036	-153		338.7533875	0.002952		-1.53
2191988	-191		338.7533875	0.002952		-1.91
2194944	-153		338.2949932	0.002956		-1.53
2197892	-191		339.2130258	0.002948		-1.91
2200840	-191		339.2130258	0.002948		-1.91
2203796	-191		338.2949932	0.002956		-1.91
2206748	-114		338.7533875	0.002952		-1.14
2209704	-153		338.2949932	0.002956		-1.53
2212660	-229		338.2949932	0.002956		-2.29
2215612	-191		338.7533875	0.002952		-1.91
2218564	-153		338.7533875	0.002952		-1.53
2221512	-191		339.2130258	0.002948		-1.91
2224468	-191		338.2949932	0.002956		-1.91
2227424	-191		338.2949932	0.002956		-1.91
2230372	-191		339.2130258	0.002948		-1.91
2233320	-153		339.2130258	0.002948		-1.53
2236272	-153		338.7533875	0.002952		-1.53
2239224	-191		338.7533875	0.002952		-1.91
2242172	-229		339.2130258	0.002948		-2.29
2245120	-191		339.2130258	0.002948		-1.91
2248072	-191		338.7533875	0.002952		-1.91
2251020	-229		339.2130258	0.002948		-2.29
2253972	-191		338.7533875	0.002952		-1.91
2256920	-268		339.2130258	0.002948		-2.68
2259876	-153		338.2949932	0.002956		-1.53
2262824	-191		339.2130258	0.002948		-1.91
2265772	-191		339.2130258	0.002948		-1.91
2268720	-191		339.2130258	0.002948		-1.91
2271672	-229		338.7533875	0.002952		-2.29
2274624	-191		338.7533875	0.002952		-1.91
2277572	-191		339.2130258	0.002948		-1.91
2280520	-229		339.2130258	0.002948		-2.29
2285312	-191		208.6811352	0.004792		-1.91
2288264	-191		338.7533875	0.002952		-1.91
2291220	-229		338.2949932	0.002956		-2.29
2294176	-191		338.2949932	0.002956		-1.91
2297124	-191		339.2130258	0.002948		-1.91
2300072	-153		339.2130258	0.002948		-1.53
2303028	-191		338.2949932	0.002956		-1.91
2305980	-153		338.7533875	0.002952		-1.53
2308936	-191		338.2949932	0.002956		-1.91
2311888	-191		338.7533875	0.002952		-1.91
2314844	-229		338.2949932	0.002956		-2.29
2317792	-191		339.2130258	0.002948		-1.91
2320744	-191		338.7533875	0.002952		-1.91
2323696	-153		338.7533875	0.002952		-1.53
2326652	-191		338.2949932	0.002956		-1.91
2329608	-191		338.2949932	0.002956		-1.91
2332560	-191		338.7533875	0.002952		-1.91
2335508	-191		339.2130258	0.002948		-1.91
2338460	-153		338.7533875	0.002952		-1.53
2341408	-191		339.2130258	0.002948		-1.91
2344356	-191		339.2130258	0.002948		-1.91
2347304	-191		339.2130258	0.002948		-1.91
2350252	-191		339.2130258	0.002948		-1.91
2353204	-191		338.7533875	0.002952		-1.91
2356156	-153		338.7533875	0.002952		-1.53
2359112	-191		338.2949932	0.002956		-1.91
2362068	-153		338.2949932	0.002956		-1.53
2365020	-191		338.7533875	0.002952		-1.91
2367972	-191		338.7533875	0.002952		-1.91
2370920	-153		339.2130258	0.002948		-1.53
2373876	-191		338.2949932	0.002956		-1.91
2376832	-153		338.2949932	0.002956		-1.53
2379784	-229		338.7533875	0.002952		-2.29
2382740	-229		338.2949932	0.002956		-2.29
2387528	-229		208.855472	0.004788		-2.29
2390476	-191		339.2130258	0.002948		-1.91
2393428	-153		338.7533875	0.002952		-1.53
2396384	-191		338.2949932	0.002956		-1.91
2399332	-153		339.2130258	0.002948		-1.53
2402276	-268		339.673913	0.002944		-2.68
2405232	-191		338.2949932	0.002956		-1.91
2408180	-191		339.2130258	0.002948		-1.91
2411128	-191		339.2130258	0.002948		-1.91
2414084	-191		338.2949932	0.002956		-1.91
2417032	-191		339.2130258	0.002948		-1.91
2419980	-191		339.2130258	0.002948		-1.91
2422932	-153		338.7533875	0.002952		-1.53
2425888	-191		338.2949932	0.002956		-1.91
2428840	-191		338.7533875	0.002952		-1.91
2431796	-191		338.2949932	0.002956		-1.91
2434748	-153		338.7533875	0.002952		-1.53
2437700	-191		338.7533875	0.002952		-1.91
2440648	-191		339.2130258	0.002948		-1.91
2443604	-153		338.2949932	0.002956		-1.53
2446556	-191		338.7533875	0.002952		-1.91
2449508	-191		338.7533875	0.002952		-1.91
2452456	-229		339.2130258	0.002948		-2.29
2455408	-191		338.7533875	0.002952		-1.91
2458360	-191		338.7533875	0.002952		-1.91
2461304	-229		339.673913	0.002944		-2.29
2464256	-191		338.7533875	0.002952		-1.91
2467200	-153		339.673913	0.002944		-1.53
2470144	-153		339.673913	0.002944		-1.53
2473092	-191		339.2130258	0.002948		-1.91
2476048	-191		338.2949932	0.002956		-1.91
2478996	-153		339.2130258	0.002948		-1.53
2481944	-153		339.2130258	0.002948		-1.53
2484896	-229		338.7533875	0.002952		-2.29
2489688	-191		208.6811352	0.004792		-1.91
2492640	-191		338.7533875	0.002952		-1.91
2495588	-191		339.2130258	0.002948		-1.91
2498536	-114		339.2130258	0.002948		-1.14
2501492	-191		338.2949932	0.002956		-1.91
2504440	-153		339.2130258	0.002948		-1.53
2507388	-153		339.2130258	0.002948		-1.53
2510340	-229		338.7533875	0.002952		-2.29
2513288	-191		339.2130258	0.002948		-1.91
2516236	-153		339.2130258	0.002948		-1.53
2519188	-191		338.7533875	0.002952		-1.91
2522144	-191		338.2949932	0.002956		-1.91
2525096	-191		338.7533875	0.002952		-1.91
2528052	-191		338.2949932	0.002956		-1.91
2531008	-191		338.2949932	0.002956		-1.91
2533956	-191		339.2130258	0.002948		-1.91
2536904	-191		339.2130258	0.002948		-1.91
2539860	-191		338.2949932	0.002956		-1.91
2542812	-191		338.7533875	0.002952		-1.91
2545764	-191		338.7533875	0.002952		-1.91
2548712	-153		339.2130258	0.002948		-1.53
2551664	-191		338.7533875	0.002952		-1.91
2554616	-191		338.7533875	0.002952		-1.91
2557564	-153		339.2130258	0.002948		-1.53
2560512	-229		339.2130258	0.002948		-2.29
2563456	-191		339.673913	0.002944		-1.91
2566400	-153		339.673913	0.002944		-1.53
2569344	-191		339.673913	0.002944		-1.91
2572300	-191		338.2949932	0.002956		-1.91
2575252	-153		338.7533875	0.002952		-1.53
2578200	-191		339.2130258	0.002948		-1.91
2581152	-153		338.7533875	0.002952		-1.53
2584100	-153		339.2130258	0.002948		-1.53
2587056	-191		338.2949932	0.002956		-1.91
2590004	-191		339.2130258	0.002948		-1.91
2594796	-191		208.6811352	0.004792		-1.91
2597752	-191		338.2949932	0.002956		-1.91
2600700	-153		339.2130258	0.002948		-1.53
2603656	-76		338.2949932	0.002956		-0.76
2606548	-114		345.7814661	0.002892		-1.14
2609496	-153		339.2130258	0.002948		-1.53
2612448	-191		338.7533875	0.002952		-1.91
2615396	-191		339.2130258	0.002948		-1.91
2618344	-191		339.2130258	0.002948		-1.91
2621300	-191		338.2949932	0.002956		-1.91
2624248	-191		339.2130258	0.002948		-1.91
2627192	-229		339.673913	0.002944		-2.29
2630144	-191		338.7533875	0.002952		-1.91
2633096	-191		338.7533875	0.002952		-1.91
2636044	-191		339.2130258	0.002948		-1.91
2638996	-153		338.7533875	0.002952		-1.53
2641948	-191		338.7533875	0.002952		-1.91
2644900	-229		338.7533875	0.002952		-2.29
2647840	-153		340.1360544	0.00294		-1.53
2650792	-153		338.7533875	0.002952		-1.53
2653740	-191		339.2130258	0.002948		-1.91
2656692	-153		338.7533875	0.002952		-1.53
2659648	-191		338.2949932	0.002956		-1.91
2662596	-191		339.2130258	0.002948		-1.91
2665540	-191		339.673913	0.002944		-1.91
2668496	-153		338.2949932	0.002956		-1.53
2671448	-191		338.7533875	0.002952		-1.91
2674404	-191		338.2949932	0.002956		-1.91
2677348	-191		339.673913	0.002944		-1.91
2680296	-153		339.2130258	0.002948		-1.53
2683244	-153		339.2130258	0.002948		-1.53
2686196	-153		338.7533875	0.002952		-1.53
2689148	-153		338.7533875	0.002952		-1.53
2692092	-191		339.673913	0.002944		-1.91
2696896	-191		208.1598668	0.004804		-1.91
2699848	-191		338.7533875	0.002952		-1.91
2702796	-229		339.2130258	0.002948		-2.29
2705748	-153		338.7533875	0.002952		-1.53
2708704	-191		338.2949932	0.002956		-1.91
2711652	-153		339.2130258	0.002948		-1.53
2714600	-153		339.2130258	0.002948		-1.53
2717556	-191		338.2949932	0.002956		-1.91
2720504	-191		339.2130258	0.002948		-1.91
2723448	-229		339.673913	0.002944		-2.29
2726400	-153		338.7533875	0.002952		-1.53
2729344	-229		339.673913	0.002944		-2.29
2732292	-191		339.2130258	0.002948		-1.91
2735248	-229		338.2949932	0.002956		-2.29
2738204	-191		338.2949932	0.002956		-1.91
2741160	-191		338.2949932	0.002956		-1.91
2744112	-191		338.7533875	0.002952		-1.91
2747060	-229		339.2130258	0.002948		-2.29
2750012	-191		338.7533875	0.002952		-1.91
2752960	-191		339.2130258	0.002948		-1.91
2755908	-191		339.2130258	0.002948		-1.91
2758856	-191		339.2130258	0.002948		-1.91
2761804	-191		339.2130258	0.002948		-1.91
2764756	-191		338.7533875	0.002952		-1.91
2767708	-153		338.7533875	0.002952		-1.53
2770664	-153		338.2949932	0.002956		-1.53
2773616	-191		338.7533875	0.002952		-1.91
2776572	-153		338.2949932	0.002956		-1.53
2779520	-153		339.2130258	0.002948		-1.53
2782472	-191		338.7533875	0.002952		-1.91
2785428	-191		338.2949932	0.002956		-1.91
2788380	-229		338.7533875	0.002952		-2.29
2791336	-191		338.2949932	0.002956		-1.91
2794292	-191		338.2949932	0.002956		-1.91
2799088	-191		208.5070892	0.004796		-1.91
2802040	-191		338.7533875	0.002952		-1.91
2804988	-229		339.2130258	0.002948		-2.29
2807936	-191		339.2130258	0.002948		-1.91
2810892	-229		338.2949932	0.002956		-2.29
2813844	-153		338.7533875	0.002952		-1.53
2816792	-153		339.2130258	0.002948		-1.53
2819744	-153		338.7533875	0.002952		-1.53
2822692	-153		339.2130258	0.002948		-1.53
2825640	-229		339.2130258	0.002948		-2.29
2828588	-153		339.2130258	0.002948		-1.53
2831536	-153		339.2130258	0.002948		-1.53
2834488	-153		338.7533875	0.002952		-1.53
2837440	-191		338.7533875	0.002952		-1.91
2840392	-153		338.7533875	0.002952		-1.53
2843348	-191		338.2949932	0.002956		-1.91
2846300	-191		338.7533875	0.002952		-1.91
2849252	-191		338.7533875	0.002952		-1.91
2852200	-191		339.2130258	0.002948		-1.91
2855156	-191		338.2949932	0.002956		-1.91
2858108	-191		338.7533875	0.002952		-1.91
2861064	-229		338.2949932	0.002956		-2.29
2864020	-191		338.2949932	0.002956		-1.91
2866968	-191		339.2130258	0.002948		-1.91
2869916	-191		339.2130258	0.002948		-1.91
2872864	-191		339.2130258	0.002948		-1.91
2875816	-191		338.7533875	0.002952		-1.91
2878764	-191		339.2130258	0.002948		-1.91
2881712	-153		339.2130258	0.002948		-1.53
2884660	-153		339.2130258	0.002948		-1.53
2887612	-153		338.7533875	0.002952		-1.53
2890568	-153		338.2949932	0.002956		-1.53
2893512	-191		339.673913	0.002944		-1.91
2896460	-153		339.2130258	0.002948		-1.53
2901260	-191		208.3333333	0.0048		-1.91
2904212	-153		338.7533875	0.002952		-1.53
2907168	-153		338.2949932	0.002956		-1.53
2910120	-153		338.7533875	0.002952		-1.53
2913076	-153		338.2949932	0.002956		-1.53
2916032	-153		338.2949932	0.002956		-1.53
2918980	-114		339.2130258	0.002948		-1.14
2921928	-153		339.2130258	0.002948		-1.53
2924884	-153		338.2949932	0.002956		-1.53
2927840	-153		338.2949932	0.002956		-1.53
2930788	-191		339.2130258	0.002948		-1.91
2933736	-114		339.2130258	0.002948		-1.14
2936692	-153		338.2949932	0.002956		-1.53
2939640	-191		339.2130258	0.002948		-1.91
2942588	-114		339.2130258	0.002948		-1.14
2945536	-153		339.2130258	0.002948		-1.53
2948488	-191		338.7533875	0.002952		-1.91
2951436	-153		339.2130258	0.002948		-1.53
2954388	-153		338.7533875	0.002952		-1.53
2957344	-191		338.2949932	0.002956		-1.91
2960296	-229		338.7533875	0.002952		-2.29
2963252	-229		338.2949932	0.002956		-2.29
2966208	-191		338.2949932	0.002956		-1.91
2969156	-229		339.2130258	0.002948		-2.29
2972104	-229		339.2130258	0.002948		-2.29
2975060	-191		338.2949932	0.002956		-1.91
2978016	-229		338.2949932	0.002956		-2.29
2980964	-153		339.2130258	0.002948		-1.53
2983912	-191		339.2130258	0.002948		-1.91
2986868	-229		338.2949932	0.002956		-2.29
2989816	-229		339.2130258	0.002948		-2.29
2992764	-191		339.2130258	0.002948		-1.91
2995712	-229		339.2130258	0.002948		-2.29
2998664	-229		338.7533875	0.002952		-2.29
3012948	-229		70.00840101	0.014284		-2.29
3015904	-229		338.2949932	0.002956		-2.29
3018848	-268		339.673913	0.002944		-2.68
3021796	-229		339.2130258	0.002948		-2.29
3024752	-229		338.2949932	0.002956		-2.29
3027700	-153		339.2130258	0.002948		-1.53
3030648	-153		339.2130258	0.002948		-1.53
3033600	-153		338.7533875	0.002952		-1.53
3036552	-153		338.7533875	0.002952		-1.53
3039500	-191		339.2130258	0.002948		-1.91
3042452	-153		338.7533875	0.002952		-1.53
3045404	-191		338.7533875	0.002952		-1.91
3048360	-191		338.2949932	0.002956		-1.91
3051316	-191		338.2949932	0.002956		-1.91
3054268	-191		338.7533875	0.002952		-1.91
3057220	-229		338.7533875	0.002952		-2.29
3060168	-191		339.2130258	0.002948		-1.91
3063124	-229		338.2949932	0.002956		-2.29
3066076	-191		338.7533875	0.002952		-1.91
3069028	-191		338.7533875	0.002952		-1.91
3071972	-268		339.673913	0.002944		-2.68
3074928	-191		338.2949932	0.002956		-1.91
3077880	-191		338.7533875	0.002952		-1.91
3080828	-191		339.2130258	0.002948		-1.91
3083776	-153		339.2130258	0.002948		-1.53
3086728	-153		338.7533875	0.002952		-1.53
3089676	-153		339.2130258	0.002948		-1.53
3092628	-153		338.7533875	0.002952		-1.53
3095584	-191		338.2949932	0.002956		-1.91
3098536	-191		338.7533875	0.002952		-1.91
3101492	-191		338.2949932	0.002956		-1.91
3104444	-114		338.7533875	0.002952		-1.14
3107396	-191		338.7533875	0.002952		-1.91
3110340	-268		339.673913	0.002944		-2.68
3115072	-268		211.3271344	0.004732		-2.68
3118020	-191		339.2130258	0.002948		-1.91
3120972	-268		338.7533875	0.002952		-2.68
3123924	-191		338.7533875	0.002952		-1.91
3126880	-153		338.2949932	0.002956		-1.53
3129828	-153		339.2130258	0.002948		-1.53
3132780	-153		338.7533875	0.002952		-1.53
3135732	-191		338.7533875	0.002952		-1.91
3138688	-114		338.2949932	0.002956		-1.14
3141640	-114		338.7533875	0.002952		-1.14
3144596	-76		338.2949932	0.002956		-0.76
3147496	-114		344.8275862	0.0029		-1.14
3150448	-191		338.7533875	0.002952		-1.91
3153404	-153		338.2949932	0.002956		-1.53
3156352	-153		339.2130258	0.002948		-1.53
3159304	-191		338.7533875	0.002952		-1.91
3162256	-191		338.7533875	0.002952		-1.91
3165212	-191		338.2949932	0.002956		-1.91
3168164	-191		338.7533875	0.002952		-1.91
3171120	-191		338.2949932	0.002956		-1.91
3174064	-268		339.673913	0.002944		-2.68
3177020	-191		338.2949932	0.002956		-1.91
3179968	-191		339.2130258	0.002948		-1.91
3182916	-191		339.2130258	0.002948		-1.91
3185864	-153		339.2130258	0.002948		-1.53
3188816	-191		338.7533875	0.002952		-1.91
3191764	-153		339.2130258	0.002948		-1.53
3194720	-153		338.2949932	0.002956		-1.53
3197672	-153		338.7533875	0.002952		-1.53
3200628	-191		338.2949932	0.002956		-1.91
3203572	-153		339.673913	0.002944		-1.53
3206520	-229		339.2130258	0.002948		-2.29
3209464	-153		339.673913	0.002944		-1.53
3212416	-229		338.7533875	0.002952		-2.29
3215364	-268		339.2130258	0.002948		-2.68
3220104	-229		210.9704641	0.00474		-2.29
3223056	-268		338.7533875	0.002952		-2.68
3226004	-229		339.2130258	0.002948		-2.29
3228948	-229		339.673913	0.002944		-2.29
3231896	-229		339.2130258	0.002948		-2.29
3234848	-153		338.7533875	0.002952		-1.53
3237800	-114		338.7533875	0.002952		-1.14
3240756	-153		338.2949932	0.002956		-1.53
3243712	-76		338.2949932	0.002956		-0.76
3246612	-76		344.8275862	0.0029		-0.76
3249504	-114		345.7814661	0.002892		-1.14
3252452	-114		339.2130258	0.002948		-1.14
3255400	-153		339.2130258	0.002948		-1.53
3258352	-153		338.7533875	0.002952		-1.53
3261304	-76		338.7533875	0.002952		-0.76
3264200	-114		345.3038674	0.002896		-1.14
3267148	-191		339.2130258	0.002948		-1.91
3270096	-229		339.2130258	0.002948		-2.29
3273040	-268		339.673913	0.002944		-2.68
3275996	-191		338.2949932	0.002956		-1.91
3278944	-229		339.2130258	0.002948		-2.29
3281888	-153		339.673913	0.002944		-1.53
3284836	-268		339.2130258	0.002948		-2.68
3287784	-229		339.2130258	0.002948		-2.29
3290736	-229		338.7533875	0.002952		-2.29
3293680	-229		339.673913	0.002944		-2.29
3296624	-191		339.673913	0.002944		-1.91
3299572	-191		339.2130258	0.002948		-1.91
3302528	-191		338.2949932	0.002956		-1.91
3305476	-191		339.2130258	0.002948		-1.91
3308424	-153		339.2130258	0.002948		-1.53
3311376	-153		338.7533875	0.002952		-1.53
3314324	-191		339.2130258	0.002948		-1.91
3317272	-191		339.2130258	0.002948		-1.91
3322016	-191		210.7925801	0.004744		-1.91
3324964	-191		339.2130258	0.002948		-1.91
3327920	-191		338.2949932	0.002956		-1.91
3330868	-191		339.2130258	0.002948		-1.91
3333812	-191		339.673913	0.002944		-1.91
3336764	-191		338.7533875	0.002952		-1.91
3339712	-153		339.2130258	0.002948		-1.53
3342660	-153		339.2130258	0.002948		-1.53
3345608	-153		339.2130258	0.002948		-1.53
3348552	-153		339.673913	0.002944		-1.53
3351504	-153		338.7533875	0.002952		-1.53
3354460	-153		338.2949932	0.002956		-1.53
3357416	-191		338.2949932	0.002956		-1.91
3360372	-191		338.2949932	0.002956		-1.91
3363316	-229		339.673913	0.002944		-2.29
3366264	-229		339.2130258	0.002948		-2.29
3369212	-229		339.2130258	0.002948		-2.29
3372156	-268		339.673913	0.002944		-2.68
3375112	-229		338.2949932	0.002956		-2.29
3378056	-268		339.673913	0.002944		-2.68
3381004	-229		339.2130258	0.002948		-2.29
3383944	-268		340.1360544	0.00294		-2.68
3386900	-153		338.2949932	0.002956		-1.53
3389852	-191		338.7533875	0.002952		-1.91
3392804	-229		338.7533875	0.002952		-2.29
3395748	-191		339.673913	0.002944		-1.91
3398700	-191		338.7533875	0.002952		-1.91
3401656	-114		338.2949932	0.002956		-1.14
3404604	-191		339.2130258	0.002948		-1.91
3407552	-191		339.2130258	0.002948		-1.91
3410504	-229		338.7533875	0.002952		-2.29
3413452	-229		339.2130258	0.002948		-2.29
3416404	-229		338.7533875	0.002952		-2.29
3419360	-191		338.2949932	0.002956		-1.91
3424108	-191		210.6149958	0.004748		-1.91
3427056	-153		339.2130258	0.002948		-1.53
3430008	-153		338.7533875	0.002952		-1.53
3432960	-114		338.7533875	0.002952		-1.14
3435908	-153		339.2130258	0.002948		-1.53
3438860	-153		338.7533875	0.002952		-1.53
3441812	-114		338.7533875	0.002952		-1.14
3444764	-114		338.7533875	0.002952		-1.14
3447720	-114		338.2949932	0.002956		-1.14
3450676	-191		338.2949932	0.002956		-1.91
3453628	-191		338.7533875	0.002952		-1.91
3456576	-229		339.2130258	0.002948		-2.29
3459528	-191		338.7533875	0.002952		-1.91
3462480	-229		338.7533875	0.002952		-2.29
3465420	-268		340.1360544	0.00294		-2.68
3468372	-153		338.7533875	0.002952		-1.53
3471320	-191		339.2130258	0.002948		-1.91
3474272	-191		338.7533875	0.002952		-1.91
3477224	-191		338.7533875	0.002952		-1.91
3480180	-191		338.2949932	0.002956		-1.91
3483136	-153		338.2949932	0.002956		-1.53
3486084	-153		339.2130258	0.002948		-1.53
3489032	-191		339.2130258	0.002948		-1.91
3491988	-191		338.2949932	0.002956		-1.91
3494940	-153		338.7533875	0.002952		-1.53
3497896	-191		338.2949932	0.002956		-1.91
3500852	-153		338.2949932	0.002956		-1.53
3503804	-191		338.7533875	0.002952		-1.91
3506756	-191		338.7533875	0.002952		-1.91
3509704	-191		339.2130258	0.002948		-1.91
3512656	-191		338.7533875	0.002952		-1.91
3515612	-191		338.2949932	0.002956		-1.91
3518556	-268		339.673913	0.002944		-2.68
3521504	-191		339.2130258	0.002948		-1.91
3526248	-191		210.7925801	0.004744		-1.91
3529200	-153		338.7533875	0.002952		-1.53
3532148	-153		339.2130258	0.002948		-1.53
3535096	-153		339.2130258	0.002948		-1.53
3538048	-153		338.7533875	0.002952		-1.53
3541004	-153		338.2949932	0.002956		-1.53
3543956	-153		338.7533875	0.002952		-1.53
3546904	-153		339.2130258	0.002948		-1.53
3549856	-191		338.7533875	0.002952		-1.91
3552804	-153		339.2130258	0.002948		-1.53
3555752	-153		339.2130258	0.002948		-1.53
3558700	-191		339.2130258	0.002948		-1.91
3561648	-191		339.2130258	0.002948		-1.91
3564600	-191		338.7533875	0.002952		-1.91
3567552	-229		338.7533875	0.002952		-2.29
3570500	-268		339.2130258	0.002948		-2.68
3573448	-229		339.2130258	0.002948		-2.29
3576396	-191		339.2130258	0.002948		-1.91
3579344	-229		339.2130258	0.002948		-2.29
3582288	-268		339.673913	0.002944		-2.68
3585244	-191		338.2949932	0.002956		-1.91
3588192	-229		339.2130258	0.002948		-2.29
3591144	-191		338.7533875	0.002952		-1.91
3594096	-191		338.7533875	0.002952		-1.91
3597044	-191		339.2130258	0.002948		-1.91
3599992	-153		339.2130258	0.002948		-1.53
3602948	-153		338.2949932	0.002956		-1.53
3605896	-229		339.2130258	0.002948		-2.29
3608844	-153		339.2130258	0.002948		-1.53
3611796	-114		338.7533875	0.002952		-1.14
3614752	-153		338.2949932	0.002956		-1.53
3617704	-153		338.7533875	0.002952		-1.53
3620660	-153		338.2949932	0.002956		-1.53
3623616	-114		338.2949932	0.002956		-1.14
3628368	-153		210.4377104	0.004752		-1.53
3631324	-153		338.2949932	0.002956		-1.53
3634272	-191		339.2130258	0.002948		-1.91
3637224	-191		338.7533875	0.002952		-1.91
3640176	-191		338.7533875	0.002952		-1.91
3643124	-191		339.2130258	0.002948		-1.91
3646076	-229		338.7533875	0.002952		-2.29
3649024	-191		339.2130258	0.002948		-1.91
3651976	-153		338.7533875	0.002952		-1.53
3654924	-191		339.2130258	0.002948		-1.91
3657876	-229		338.7533875	0.002952		-2.29
3660828	-191		338.7533875	0.002952		-1.91
3663784	-153		338.2949932	0.002956		-1.53
3666740	-191		338.2949932	0.002956		-1.91
3669692	-153		338.7533875	0.002952		-1.53
3672640	-191		339.2130258	0.002948		-1.91
3675592	-191		338.7533875	0.002952		-1.91
3678544	-229		338.7533875	0.002952		-2.29
3681500	-229		338.2949932	0.002956		-2.29
3684448	-229		339.2130258	0.002948		-2.29
3687400	-191		338.7533875	0.002952		-1.91
3690352	-191		338.7533875	0.002952		-1.91
3693300	-191		339.2130258	0.002948		-1.91
3696252	-229		338.7533875	0.002952		-2.29
3699200	-153		339.2130258	0.002948		-1.53
3702144	-114		339.673913	0.002944		-1.14
3705096	-153		338.7533875	0.002952		-1.53
3708048	-153		338.7533875	0.002952		-1.53
3711004	-153		338.2949932	0.002956		-1.53
3713960	-191		338.2949932	0.002956		-1.91
3716912	-191		338.7533875	0.002952		-1.91
3719868	-153		338.2949932	0.002956		-1.53
3722816	-153		339.2130258	0.002948		-1.53
3725768	-153		338.7533875	0.002952		-1.53
3730512	-153		210.7925801	0.004744		-1.53
3733460	-229		339.2130258	0.002948		-2.29
3736412	-191		338.7533875	0.002952		-1.91
3739368	-229		338.2949932	0.002956		-2.29
3742324	-191		338.2949932	0.002956		-1.91
3745280	-191		338.2949932	0.002956		-1.91
3748228	-191		339.2130258	0.002948		-1.91
3751176	-229		339.2130258	0.002948		-2.29
3754132	-114		338.2949932	0.002956		-1.14
3757088	-38		338.2949932	0.002956		-0.38
3759980	-114		345.7814661	0.002892		-1.14
3762928	-38		339.2130258	0.002948		-0.38
3765824	-76		345.3038674	0.002896		-0.76
3768708	0		346.740638	0.002884		0
3771500	-76		358.1661891	0.002792		-0.76
3774400	-38		344.8275862	0.0029		-0.38
3777292	-76		345.7814661	0.002892		-0.76
3780192	-153		344.8275862	0.0029		-1.53
3783140	-114		339.2130258	0.002948		-1.14
3786092	-153		338.7533875	0.002952		-1.53
3789044	-191		338.7533875	0.002952		-1.91
3792000	-114		338.2949932	0.002956		-1.14
3794952	-191		338.7533875	0.002952		-1.91
3797908	-114		338.2949932	0.002956		-1.14
3800856	-153		339.2130258	0.002948		-1.53
3803804	-114		339.2130258	0.002948		-1.14
3806752	-114		339.2130258	0.002948		-1.14
3809704	-38		338.7533875	0.002952		-0.38
3812596	-114		345.7814661	0.002892		-1.14
3815552	-76		338.2949932	0.002956		-0.76
3818448	-114		345.3038674	0.002896		-1.14
3821404	-76		338.2949932	0.002956		-0.76
3824296	-114		345.7814661	0.002892		-1.14
3827244	-191		339.2130258	0.002948		-1.91
3830196	-191		338.7533875	0.002952		-1.91
3834952	-153		210.2607233	0.004756		-1.53
3837904	-153		338.7533875	0.002952		-1.53
3840860	-153		338.2949932	0.002956		-1.53
3843804	-153		339.673913	0.002944		-1.53
3846756	-114		338.7533875	0.002952		-1.14
3849704	-153		339.2130258	0.002948		-1.53
3852652	-153		339.2130258	0.002948		-1.53
3855604	-153		338.7533875	0.002952		-1.53
3858560	-191		338.2949932	0.002956		-1.91
3861512	-191		338.7533875	0.002952		-1.91
3864468	-153		338.2949932	0.002956		-1.53
3867416	-229		339.2130258	0.002948		-2.29
3870356	0		340.1360544	0.00294		0
3873148	651		358.1661891	0.002792		6.51
3876048	613		344.8275862	0.0029		6.13
3878960	-76		343.4065934	0.002912		-0.76
3881852	-153		345.7814661	0.002892		-1.53
3884796	-306		339.673913	0.002944		-3.06
3887752	-383		338.2949932	0.002956		-3.83
3890700	-306		339.2130258	0.002948		-3.06
3893652	-38		338.7533875	0.002952		-0.38
3896544	-114		345.7814661	0.002892		-1.14
3899492	-38		339.2130258	0.002948		-0.38
3902392	-421		344.8275862	0.0029		-4.21
3905348	-383		338.2949932	0.002956		-3.83
3908296	-229		339.2130258	0.002948		-2.29
3911236	0		340.1360544	0.00294		0
3914028	-306		358.1661891	0.002792		-3.06
3916972	229		339.673913	0.002944		2.29
3919880	268		343.8789546	0.002908		2.68
3922780	153		344.8275862	0.0029		1.53
3925684	38		344.3526171	0.002904		0.38
3928540	-38		350.140056	0.002856		-0.38
3931432	-344		345.7814661	0.002892		-3.44
3934380	-268		339.2130258	0.002948		-2.68
3937332	-498		338.7533875	0.002952		-4.98
3942080	-191		210.6149958	0.004748		-1.91
