316508,-3,
318876,-7,422.2972973
321316,-7,409.8360656
323708,-7,418.0602007
326104,-7,417.3622705
328496,-7,418.0602007
330880,-7,419.4630872
333284,-11,415.9733777
335680,-11,417.3622705
338088,-11,415.282392
378304,-11,24.86572508
380696,-11,418.0602007
383100,-11,415.9733777
385476,-7,420.8754209
387868,-15,418.0602007
390248,-7,420.1680672
392628,-11,420.1680672
395012,-11,419.4630872
397408,-11,417.3622705
399776,-3,422.2972973
442220,-3,23.56045613
444612,-15,418.0602007
446992,-7,420.1680672
449376,-11,419.4630872
451780,-11,415.9733777
454156,-7,420.8754209
456528,-7,421.5851602
458916,-15,418.760469
461300,-15,419.4630872
463664,-7,423.0118443
504984,-7,24.20135528
507364,-11,420.1680672
509752,-11,418.760469
512140,-11,418.760469
514516,-7,420.8754209
516904,-15,418.760469
519296,-15,418.0602007
521680,-15,419.4630872
524056,-11,420.8754209
526452,-11,417.3622705
569488,-11,23.23636026
571880,-15,418.0602007
574260,-7,420.1680672
576664,-11,415.9733777
579052,-15,418.760469
581432,-7,420.1680672
583808,-7,420.8754209
586192,-11,419.4630872
588576,-11,419.4630872
590952,-7,420.8754209
636096,-11,22.15133794
638484,-15,418.760469
640868,-11,419.4630872
643252,-7,419.4630872
645636,-15,419.4630872
648004,-7,422.2972973
650388,-15,419.4630872
652772,-11,419.4630872
655156,-15,419.4630872
657532,-7,420.8754209
699948,-11,23.57600905
702328,-3,420.1680672
704732,-11,415.9733777
707112,-15,420.1680672
709508,-11,417.3622705
711904,-15,417.3622705
714292,-11,418.760469
716684,-15,418.0602007
719072,-15,418.760469
721456,-11,419.4630872
765016,-11,22.95684114
767384,-3,422.2972973
769756,-7,421.5851602
772152,-11,417.3622705
774544,-11,418.0602007
776920,-7,420.8754209
779312,-11,418.0602007
781700,-11,418.760469
784064,-7,423.0118443
786460,-15,417.3622705
828308,-15,23.89600459
830688,-3,420.1680672
833076,-15,418.760469
835452,-15,420.8754209
837832,-7,420.1680672
840200,-3,422.2972973
842568,-7,422.2972973
844956,-11,418.760469
847336,-11,420.1680672
849684,0,425.8943782
890392,-3,24.56519603
892780,-15,418.760469
895164,-7,419.4630872
897536,-7,421.5851602
899908,-7,421.5851602
902300,-11,418.0602007
904696,-11,417.3622705
907068,-7,421.5851602
909456,-15,418.760469
911840,-15,419.4630872
956412,-7,22.4356098
958792,-7,420.1680672
961176,-7,419.4630872
963564,-7,418.760469
965956,-11,418.0602007
968328,-3,421.5851602
970692,0,423.0118443
973064,-7,421.5851602
975432,-7,422.2972973
977808,-7,420.8754209
1016276,-11,25.99563273
1018696,-7,413.2231405
1021112,-3,413.9072848
1023524,-7,414.5936982
1025948,-3,412.5412541
1028372,-7,412.5412541
1030796,-11,412.5412541
1033224,-7,411.8616145
1035652,-11,411.8616145
1038056,-7,415.9733777
1083896,-11,21.81500873
