4699,-1.06
4716,-2.45
4732,-2.43
4749,-2.47
4765,-2.51
4782,-2.65
4799,-2.73
4816,-2.76
4832,-2.8
4849,-2.73
4865,-2.73
4882,-2.91
4899,-2.97
4915,-2.97
4932,-2.94
4949,-2.98
4965,-3.03
4982,-3.17
4999,-3.26
5015,-3.26
5032,-3.23
5049,-3.21
5065,-3.25
5082,-3.36
5098,-3.46
5115,-3.3
5132,-3.28
5148,-3.23
5165,-3.23
5182,-3.42
5199,-3.46
5215,-3.56
5232,-3.52
5248,-3.51
5265,-3.52
5282,-3.57
5299,-3.58
5315,-3.59
5332,-3.61
5348,-3.62
5365,-3.62
5382,-3.58
5398,-3.59
5415,-3.56
5432,-3.53
5448,-3.6
5465,-3.71
5482,-3.76
5498,-3.67
5515,-3.66
5531,-3.69
5548,-3.73
5565,-3.81
5581,-3.86
5598,-4.06
5615,-4.1
5631,-4.19
5648,-4.19
5665,-4.19
5681,-4.09
5698,-4.09
5715,-3.88
5731,-3.88
5748,-3.83
5765,-3.84
5781,-4
5798,-4.09
5815,-4.15
5831,-4.15
5848,-4.2
5865,-4.5
5881,-4.57
5898,-4.59
5915,-4.6
5932,-4.66
5948,-4.75
5964,-4.78
5981,-4.65
5998,-4.56
6014,-4.56
6031,-4.46
6048,-4.45
6064,-4.46
6081,-4.38
6098,-4.5
6114,-4.57
6131,-4.5
6148,-4.63
6164,-4.63
6182,-4.86
6199,-4.86
6215,-4.57
6232,-4.57
6249,-4.58
6265,-4.69
6282,-5.13
6299,-5.18
6315,-5.36
6332,-5.28
6349,-5.08
6365,-5.08
6382,-5.1
6399,-5.07
6415,-5.05
6433,-4.94
6449,-4.88
6465,-4.87
6482,-4.88
6498,-5.06
6516,-5.08
6532,-5.22
6549,-5.22
6565,-4.82
6582,-4.82
6598,-4.68
6616,-4.72
6632,-4.97
6648,-5.01
6665,-5
6682,-4.94
6698,-4.73
6715,-4.75
6732,-4.82
6748,-4.86
6765,-4.86
6782,-4.92
6798,-4.94
6815,-5.05
6832,-5.17
6848,-5.17
6865,-5.18
6882,-5.18
6898,-4.94
6915,-4.9
6932,-4.88
6949,-4.85
6966,-4.72
6982,-4.73
6999,-4.89
7015,-4.91
7032,-4.92
7049,-4.86
7065,-4.86
7082,-4.8
7098,-4.8
7116,-4.67
7131,-4.66
7148,-4.84
7165,-4.87
7181,-4.9
7199,-4.88
7215,-4.9
7231,-4.89
7248,-4.94
7265,-4.86
7281,-4.82
7298,-4.75
7316,-4.71
7331,-4.75
7348,-4.75
7365,-4.95
7381,-4.95
7398,-4.84
7415,-4.89
7431,-4.84
7448,-4.73
7465,-4.76
7481,-4.81
7498,-4.81
7515,-4.77
7531,-4.77
7548,-4.5
7565,-4.58
7581,-4.73
7598,-4.74
