159,0.0
175,0.0
192,0.0
209,0.0
226,0.0
242,0.0
258,0.0
275,0.0
292,0.0
308,0.0
325,0.0
342,0.0
359,0.0
375,0.0
392,0.0
408,0.0
425,0.0
442,0.0
458,0.0
475,0.0
492,0.0
508,0.0
525,0.0
542,0.0
558,0.0
575,0.0
592,0.0
608,0.0
625,0.0
642,0.0
658,0.0
676,0.0
692,0.0
708,0.0
725,0.0
741,0.0
758,0.0
775,0.0
792,0.0
808,0.0
825,0.0
841,0.0
858,0.0
875,0.0
891,0.0
908,0.0
925,0.0
941,0.0
958,0.0
975,0.0
992,0.0
1008,0.0
1025,0.0
1041,0.0
1058,0.0
1075,0.0
1092,0.0
1108,0.0
1124,0.0
1141,0.0
1159,0.0
1175,0.0
1192,0.0
1209,0.0
1225,0.0
1242,0.0
1259,0.0
1275,0.0
1293,0.0
1309,0.0
1325,0.0
1342,0.0
1359,0.0
1375,0.0
1392,0.0
1409,0.0
1426,0.0
1442,0.0
1459,0.0
1475,0.0
1492,0.0
1509,0.0
1525,0.0
1542,0.0
1559,0.0
1575,0.0
1592,0.0
1609,0.0
1625,0.0
1642,0.0
1659,0.0
1675,0.0
1693,0.0
1708,0.0
1725,0.0
1742,0.0
1758,0.0
1775,0.0
1792,NaN
1809,NaN
1826,NaN
1842,NaN
1858,NaN
1876,NaN
1892,NaN
1908,NaN
1925,NaN
1942,NaN
1958,NaN
1975,NaN
1992,NaN
2008,NaN
2025,NaN
2042,NaN
2058,NaN
2075,NaN
2092,NaN
2108,NaN
2125,NaN
2142,NaN
2158,NaN
2175,NaN
2191,NaN
2208,NaN
2225,NaN
2241,NaN
2259,NaN
2275,NaN
2291,NaN
2308,NaN
2326,NaN
2341,NaN
2358,NaN
2375,NaN
2391,NaN
2409,NaN
2425,NaN
2441,NaN
2458,NaN
2475,NaN
2491,NaN
2508,NaN
2525,NaN
2542,NaN
2559,NaN
2575,NaN
2591,NaN
2608,NaN
2625,NaN
2641,NaN
2658,NaN
2676,NaN
2692,NaN
2709,NaN
2725,NaN
2742,NaN
2759,NaN
2775,NaN
2792,NaN
2809,NaN
2825,NaN
2842,NaN
2859,NaN
2875,NaN
2892,NaN
2909,NaN
2925,NaN
2942,NaN
2960,NaN
2975,NaN
2992,NaN
3009,NaN
3025,NaN
3042,NaN
3059,NaN
3076,NaN
3092,NaN
3109,NaN
3125,NaN
3142,NaN
3159,NaN
3175,NaN
3192,NaN
3209,NaN
3225,NaN
3242,NaN
3259,NaN
3275,NaN
3292,NaN
3308,NaN
3325,NaN
3342,NaN
3358,NaN
3375,NaN
3392,NaN
3408,NaN
3425,NaN
3442,NaN
3458,NaN
3475,NaN
3492,NaN
3508,NaN
3525,NaN
3542,NaN
3558,NaN
3576,NaN
3592,NaN
3608,NaN
3625,NaN
3642,NaN
3658,NaN
3675,NaN
3692,NaN
3708,NaN
3726,NaN
3742,NaN
3758,NaN
3775,NaN
3792,NaN
3809,NaN
3825,NaN
3841,NaN
3858,NaN
3876,NaN
3891,NaN
3908,NaN
3925,NaN
3941,NaN
3958,NaN
3976,NaN
3992,NaN
4008,NaN
4025,NaN
