Time, Unfiltered, Filtered 
0,0
0.01,354.072
0.02,324.642
0.03,49.2334
0.04,-11.7448
0.05,282.299
0.06,553.7
0.07,426.987
0.08,49.1294
0.09,-109.534
0.1,101.033
0.11,311.201
0.12,151.342
0.13,-228.501
0.14,-357.982
0.15,-90.1227
0.16,199.621
0.17,133.601
0.18,-147.571
0.19,-183.462
0.2,163.476
0.21,509.767
0.22,471.941
0.23,187.556
0.24,117.057
0.25,401.071
0.26,661.972
0.27,524.332
0.28,135.164
0.29,-35.1488
0.3,163.475
0.31,361.453
0.32,189.205
0.33,-203.176
0.34,-345.294
0.35,-90.122
0.36,186.933
0.37,108.274
0.38,-185.435
0.39,-233.713
0.4,101.035
0.41,435.382
0.42,385.905
0.43,90.2098
0.44,8.78502
0.45,282.301
0.46,533.171
0.47,386.008
0.48,-12.1363
0.49,-190.843
0.5,0.00152828
0.51,190.843
0.52,12.1324
0.53,-386.012
0.54,-533.17
0.55,-282.297
0.56,-8.78366
0.57,-90.2127
0.58,-385.907
0.59,-435.38
0.6,-101.03
0.61,233.715
0.62,185.432
0.63,-108.277
0.64,-186.932
0.65,90.1259
0.66,345.295
0.67,203.173
0.68,-189.209
0.69,-361.453
0.7,-163.472
0.71,35.1493
0.72,-135.168
0.73,-524.336
0.74,-661.971
0.75,-401.067
0.76,-117.055
0.77,-187.559
0.78,-471.943
0.79,-509.765
0.8,-163.471
0.81,183.464
0.82,147.568
0.83,-133.603
0.84,-199.619
0.85,90.1268
0.86,357.983
0.87,228.497
0.88,-151.346
0.89,-311.201
0.9,-101.03
0.91,109.535
0.92,-49.1332
0.93,-426.99
0.94,-553.699
0.95,-282.295
0.96,11.7464
0.97,-49.236
0.98,-324.644
0.99,-354.07
1,0.00488257
1.01,354.074
1.02,324.639
1.03,49.2307
1.04,-11.7432
1.05,282.303
1.06,553.701
1.07,426.983
1.08,49.1257
1.09,-109.534
1.1,101.036
1.11,311.202
1.12,151.338
1.13,-228.505
1.14,-357.981
1.15,-90.1187
1.16,199.623
1.17,133.598
1.18,-147.573
1.19,-183.46
1.2,163.48
1.21,509.769
1.22,471.938
1.23,187.554
1.24,117.058
1.25,401.075
1.26,661.973
1.27,524.328
1.28,135.16
1.29,-35.1484
1.3,163.479
1.31,361.453
1.32,189.201
1.33,-203.18
1.34,-345.293
1.35,-90.1181
1.36,186.935
1.37,108.272
1.38,-185.437
1.39,-233.711
1.4,101.039
